位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
长沙·雨花区·雨花区政府,长沙星麟科技有限公司,电子商务,本科,经验不限,5-10K,B2C|接受无跨境电商运营经验|电商店铺运营|不接受居家办公|大型B2B/B2C网站经验|亚马逊|AMAZON|跨境电商,亚马逊运营专员
长沙·岳麓区·麓谷,超级蚂蚁,游戏,本科,1-3年,8-13K,要求跨境电商运营经验|电商店铺运营|B2C|英语可作为工作语言|亚马逊,亚马逊运营
长沙·雨花区·高桥,中税网天一税务所,财务/审计/税务,本科,1-3年,7-9K,英语可用于工作|国际贸易专业|每周双休,研究评议中心研究员
长沙·岳麓区·银盆岭,立勤商贸,物流/仓储,本科,经验不限,5-10K,每周双休|年终奖,外贸业务员（双休+五险一金）
长沙,湖南星邦重工,专用设备,本科,3-5年,15-20K·16薪,工程机械,国际区域销售经理
长沙·天心区·城南路,出海一叮科技,电子商务,本科,经验不限,4-7K,电商店铺运营|平台整体运营|B2C|英语可作为工作语言|小语种|数据分析能力|不限|不接受居家办公|德语|日语|韩语|接受无跨境电商运营经验|亚马逊,跨境电商运营助理（可接受无经验）
长沙·雨花区·万家丽南路,森特威钢铁,进出口贸易,学历不限,1年以内,5-10K,建筑材料|有外贸工作经验|英语可用于工作|包住宿|每周双休|年终奖|五险一金,外贸销售
长沙·岳麓区·麓谷,环金网络,电子商务,大专,经验不限,7-10K,电商平台投放|海外广告投放|企业品牌方|KOL/达人投放经验|电商平台投放经验|海外广告投放经验|企业品牌方经验,facebook广告投放专员+独立站运营+7K-9K
长沙·芙蓉区·定王台,INDITEX(ZARA),服装/纺织,本科,在校/应届,7-9K·13薪,服饰鞋包|销售经验|五险一金|每周双休|服装鞋帽,店铺管理培训生（长沙）
长沙·岳麓区·银盆岭,迈睿欣,电子商务,大专,经验不限,8-12K,亚马逊运营|运营专员|英语|德语,Amazon亚马逊运营
长沙·天心区·省政府,妙语翻译,翻译,本科,1-3年,8-10K,小语种翻译|可兼职,小语种翻译
长沙·雨花区·侯家塘,凤仪堂,电子商务,大专,1-3年,4-9K,电商店铺运营|Amazon|B2C|大型B2B/B2C网站经验|数据分析能力|小语种,亚马逊运营（双休）
长沙·岳麓区·银盆岭,博非科技有限公司,进出口贸易,大专,经验不限,8-12K,品类运营|店铺运营|服饰/鞋帽/箱包|亚马逊|FBA|服装|精品|跨境电商,亚马逊运营专员
长沙,众霖信息,电子商务,本科,经验不限,5-10K,电商店铺运营|Amazon|英语可作为工作语言|小语种|电子商务专业,跨境电商亚马逊运营专员/管培生
长沙·芙蓉区·朝阳路,麒麟创新集团,进出口贸易,本科,3-5年,20-40K,有外贸工作经验|有团队管理经验|英语可用于工作,海外大区销售经理（欧洲/美洲）
长沙·天心区·暮云镇,湖南炎培技工学校,学校/学历教育,本科,1-3年,5-10K,全职|私立学校|线下教育|坐班|大班教学（25人以上）|大型教育机构经验|教育学专业背景|中学生|学科应试类|职业与技能培训类|党员优先|有教学经验优秀,中职任课教师+班主任
长沙·岳麓区·麓谷,务必发电子商务,电子商务,大专,3-5年,5-6K,要求跨境电商运营经验|亚马逊|速卖通|美客多,美客多运营(双休+五险一金+七小时工作制)
长沙·开福区·伍家岭,澜海科技,电子商务,本科,1-3年,6-8K,不接受居家办公|亚马逊|电商店铺运营|B2C|店铺运营|要求跨境电商运营经验,亚马逊运营专员
长沙·芙蓉区·湖南农业大学,湖南骄隆办公设备,电子商务,大专,3-5年,8-12K,英语可用于工作|管理能力|外贸业务|业务经理,外贸跟单
长沙·雨花区·劳动中路,小智时代,电子商务,本科,经验不限,7-12K,电商店铺运营|B2C|英语可作为工作语言|小语种|接受无跨境电商运营经验,跨境电商运营专员
长沙·开福区·万国城,磊通,通信/网络设备,大专,3-5年,5-10K,英语可用于工作|国际贸易专业|有外贸工作经验|年终奖|每周双休,外贸业务员（高前景行业+高提成+好氛围）
长沙·岳麓区·观沙岭,湖南棣华电子商务公司,电子商务,大专,经验不限,5-10K,服饰鞋包|英语可用于工作|有外贸工作经验|熟悉跨境平台操作|年终奖,外贸业务员
长沙·浏阳市·浏阳工业园,畅读,社交网络与媒体,本科,经验不限,6-11K·13薪,网文小说字幕校对,西语翻译审校（双休五险一金base福州）
长沙·芙蓉区·韭菜园,凯特语言中心,培训/辅导机构,本科,经验不限,7-12K,全职兼职均可,英语老师/德语/俄语/西语/法语/粤语/阿语
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,大专,经验不限,3-5K,西语国家工作经历|坐班|CATTI 证书|DELE/SIELE B2|西班牙语专业|专四证书|西语国家留学经历|全职,西班牙语助理
长沙·岳麓区·麓谷,言趣教育,在线教育,大专,经验不限,4-6K,全职|坐班,西班牙语讲师
长沙·岳麓区·麓谷,恰学教育科技有限公司,培训/辅导机构,本科,1-3年,6-11K,全职|DELE/SIELE C1|西班牙语专业|西语国家留学经历,西班牙语老师
长沙·芙蓉区·五一广场,新航道国际教育集团,培训/辅导机构,硕士,1-3年,4-7K,兼职|无需坐班,西班牙语翻译
长沙·芙蓉区·五一广场,湖南译语信息技术...,翻译,本科,3-5年,8-12K,笔译,西班牙语兼职翻译
长沙,熠晟,进出口贸易,大专,经验不限,4-9K,西班牙语,西班牙语外贸专员
长沙·望城区·雷锋镇,湖南中联重科智能...,电气机械/器材,本科,经验不限,7-12K,单据制作/审查|报关对接|清关办理,单证专员（西班牙语）
长沙·岳麓区·望城坡,申德钢铁,进出口贸易,大专,经验不限,5-10K,拉美市场|小语种|有海外销售经验,西班牙语外贸业务员
长沙,米丘国贸,进出口贸易,大专,经验不限,6-10K,坐班|商务谈判|国际贸易|DELE/SIELE B2|DELE/SIELE C1|DELE/SIELE C2|西班牙语专业|西语国家留学经历|西语国家工作经历,西班牙语外贸（单双休）
长沙·芙蓉区·东屯渡,元拓建材集团,进出口贸易,大专,1-3年,5-10K,建筑材料|掌握小语种|每周双休|西班牙语|俄语|葡萄牙语,葡萄牙语外贸
长沙·芙蓉区·火车站,亿千树,电子商务,本科,1年以内,5-10K·13薪,电商店铺运营|Amazon|eBay|速卖通|B2C|数据分析能力|小语种|英语可作为工作语言|德语|法语|西班牙语,亚马逊运营（成人用品类）
长沙·雨花区·红星,鼎心电子设备,进出口贸易,大专,1年以内,5-10K,英语可用于工作|掌握小语种|有外贸工作经验|西班牙语|年终奖|每周双休,外贸业务员
长沙·芙蓉区·火车站,鹏铮科技,进出口贸易,本科,经验不限,4-8K,英语可用于工作|掌握小语种|国际贸易专业|每周双休|年终奖|西班牙语|德语,外贸业务员
长沙·天心区·黄土岭,长沙浩宇工艺品进出口,进出口贸易,本科,1-3年,6-11K,家居用品|食品/日化品|服装饰品|英语可用于工作|有外贸工作经验|掌握小语种|包住宿|每周双休|年终奖|西班牙语,"外贸业务员【B TO B,稳定且高收入】"
长沙·岳麓区·望城坡,深圳市浩文安通,通信/网络设备,本科,在校/应届,4-9K,英语可用于工作|年终奖|每周双休,海外销售（接受应届）
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,学历不限,经验不限,10-15K,系统运维|网络运维|运维开发/DevOps,系统运维工程师（海外数字化系统）
长沙·长沙县·汽车东站,远大集团,其他行业,本科,1-3年,10-15K,会展/会议/拜访推广|海外网站账号运营/投放|电子邮件推广|项目管理经验|销售经验|英语可作为工作语言,国际区域经理
长沙·长沙县·泉塘,三一集团,其他行业,本科,5-10年,35-45K·16薪,机械设备,营销管理高级经理
长沙·岳麓区·麓谷,中联重科,通用设备,大专,经验不限,7-12K·13薪,英语可用于工作|有外贸工作经验|包住宿,海外营销代表
长沙·芙蓉区·人民中路,长沙积逊,电子商务,本科,1-3年,6-11K·13薪,电商店铺运营|平台品类运营|平台整体运营|Amazon|B2C|英语可作为工作语言|小语种|数据分析能力|无留学背景偏好,亚马逊运营组长
长沙,威胜集团,仪器仪表/工业自动化,本科,1-3年,8-13K·15薪,人才发展|综合岗位|组织发展|HRBP经验,海外HRBP（负责海外公司）
长沙·岳麓区·麓谷,万兴科技,计算机软件,本科,3-5年,18-25K,互联网/科技,海外商务拓展经理-英语 (MJ001891)
长沙,遨森电商,电子商务,本科,经验不限,6-10K·13薪,电商店铺运营|英语可作为工作语言,跨境电商运营助理(J10238)
长沙·岳麓区·含浦,比扬医疗,医疗健康,本科,1-3年,8-12K,海外销售拓展,外贸市场开发经理（医疗行业）
长沙·宁乡市·金洲大道,楚天科技股份有限公司,医疗健康,本科,3-5年,15-30K,机械设备|留学生优先|销售经验|项目管理经验|英语可作为工作语言|小语种可作为工作语言|英美留学生|澳加留学生|日韩留学生|可驻外|机械设备行业经验|自拓客户,海外销售经理(制药设备/驻外)
长沙·开福区·四方坪,长沙敏行,进出口贸易,大专,经验不限,6-10K,外贸跟单,外贸跟单助理
长沙,新亚胜光电,进出口贸易,大专,3-5年,7-12K·13薪,英语|展会,高级外贸业务员
长沙·雨花区·万家丽南路,森特威钢铁,进出口贸易,大专,1年以内,5-10K,建筑材料|国际贸易专业|有外贸工作经验|英语可用于工作|包住宿|每周双休|拉美市场|中东市场|东南亚市场,外贸业务员（双休+五险一金）
长沙·岳麓区·麓谷,海纳科技,电子商务,本科,1-3年,15-20K,英语可用于工作|国际贸易专业|有外贸工作经验|包住宿|海外市场|机械制造及其自动化,外贸业务员+社保包吃住无责底薪4-5K月入2W+
长沙·天心区·城南路,出海一叮科技,电子商务,本科,经验不限,4-7K,Amazon|英语可作为工作语言|小语种|海外运营|销售运营,跨境电商运营助理（可接受无经验实习生）
长沙·岳麓区·麓谷,通拓科技,电子商务,大专,经验不限,4-8K,店铺运营|英语可作为工作语言,亚马逊销售（双休 五险一金）(J15238)
长沙·岳麓区·银盆岭,博非科技有限公司,进出口贸易,大专,1-3年,6-11K,店铺运营|家居日用|服饰/鞋帽/箱包,亚马逊运营+晋升机制+五险一金+包住
长沙,众霖信息,电子商务,本科,经验不限,5-10K,跨境电商|不接受居家办公|接受无跨境电商运营经验|亚马逊|电商店铺运营|B2C|小语种|平台整体运营|英语可作为工作语言|Amazon,亚马逊运营/管培生（双休无责6k+）
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,大专,经验不限,3-6K,全职|坐班|专业四级|法语专业|法语国家留学经历|法语国家工作经历|西班牙语专业,法语/西班牙语编辑
长沙·岳麓区·麓谷,言趣教育,在线教育,大专,经验不限,5-8K,不需要出国工作|坐班|西班牙语专业|全职,西班牙语老师
长沙,熠晟,进出口贸易,大专,经验不限,5-10K,西班牙语,西班牙语外贸专员
长沙·岳麓区·望城坡,申德钢铁,进出口贸易,大专,经验不限,5-10K,英语可用于工作|掌握小语种|国际贸易专业|包住宿|每周双休|西班牙语|商务英语专业,外贸业务助理
长沙·芙蓉区·马王堆,鹏铮科技,进出口贸易,大专,经验不限,3-4K,英语可用于工作|掌握小语种|国际贸易专业|年终奖|每周双休|西班牙语|德语,欧洲产品经理
长沙·芙蓉区·韭菜园,凯特语言中心,培训/辅导机构,本科,经验不限,8-13K,全职兼职均可,德语老师
长沙·岳麓区·麓谷,中科云谷,互联网,本科,3-5年,10-15K·15薪,软件需求分析|需求调研,需求分析师（CRM）
长沙·岳麓区·望城坡,深圳市浩文安通,通信/网络设备,本科,1-3年,8-13K,英语可用于工作|有外贸工作经验,外贸业务员/海外销售
长沙·岳麓区·望城坡,中联重科,通用设备,学历不限,3-5年,11-20K·15薪,系统运维|计算机相关专业,系统运维工程师
长沙·长沙县·星城国际,三一集团,其他行业,本科,经验不限,25-40K·16薪,机械设备,国际营销管理部负责人
长沙·长沙县·星城国际,远大集团,其他行业,本科,5-10年,10-15K,房地产|机械设备,国际区域经理
长沙,威胜集团,仪器仪表/工业自动化,本科,1年以内,7-12K·15薪,进出口贸易|协助维护客户关系|先进制造|会展销售|海外市场|市场推广经验|面销/陌拜|招投标|沟通能力|企业（To B）|销售助理/运营相关工作经验|对机构（To B）销售经验|数据分析能力|协助开发新客户|较多出差,海外销售助理(J10014)
长沙·芙蓉区·火车站,长沙积逊,电子商务,本科,1-3年,6-11K·13薪,大型B2B/B2C网站经验|亚马逊|电商店铺运营|B2C|管理经验|英语可作为工作语言|要求跨境电商运营经验|跨境店铺运营|数据分析能力,亚马逊运营组长
长沙·雨花区·红星,鼎心电子设备,进出口贸易,大专,在校/应届,3-8K,外贸|进出口贸易,外贸业务员
长沙,遨森电商,电子商务,本科,经验不限,6-10K·13薪,电商店铺运营,跨境电商C端运营（长沙）(J10163)
长沙·开福区·四方坪,长沙敏行,进出口贸易,本科,在校/应届,6-10K,外贸跟单|销售经验|英语可用于工作|可接受出差|家居用品|食品/日化品|环保用品|外贸销售|外贸跟单助理|CET6,跟单助理
长沙·天心区·黄兴路,新航道国际教育集团,培训/辅导机构,本科,1-3年,6-10K,西班牙|意大利|法语|德语|俄语|日语|韩语,德日韩法西俄意大利小语种老师（可以兼职）
长沙·芙蓉区·五一广场,湖南译语信息技术...,翻译,本科,3-5年,10-11K,翻译,各种小语种兼职翻译
长沙·雨花区·万家丽南路,森特威钢铁,进出口贸易,本科,经验不限,6-11K,建筑材料|英语可用于工作|国际贸易专业|有外贸工作经验|包住宿|每周双休,国际外贸业务精英（食宿+双休+五险一金）
长沙,众霖信息,电子商务,本科,3-5年,7-12K,店铺运营|数码3C|家居日用|宠物|亚马逊运营|Amazon|亚马逊销售|跨境电商,亚马逊运营（双休无责7+）
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,学历不限,经验不限,6-11K,全职|坐班|西班牙语专业|市场营销|电子商务,西班牙语助教
长沙·岳麓区·梅溪湖,申德钢铁,进出口贸易,6个月,5天/周,200-250元/天,西班牙语|包住宿|国际贸易专业|掌握小语种|每周双休|英语可用于工作,实习外贸业务员
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,3-5年,10-15K·15薪,软件实施,实施工程师（CRM）
长沙·岳麓区·望城坡,深圳市浩文安通,通信/网络设备,本科,1-3年,8-13K,有外贸工作经验|英语可用于工作,外贸业务员/海外销售
长沙·岳麓区·麓谷,中联重科,通用设备,本科,3-5年,15-25K,新客户开发|客户关系维护|市场推广|海外,海外营销代表
长沙·长沙县·泉塘,三一集团,其他行业,本科,5-10年,20-40K,人才发展|招聘|组织发展,海外HRBP
长沙·长沙县·星城国际,远大集团,其他行业,本科,经验不限,8-13K,对企业/机构（To B）销售经验|沟通能力|海外工作经历,国际客户经理
长沙,威胜集团,仪器仪表/工业自动化,本科,3-5年,13-22K·15薪,对企业/机构（To B）销售经验|其他产品/服务|会展销售|面销/陌拜|欧洲销售|大客户销售,欧洲销售经理
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,大专,经验不限,3-6K,口译|留学文案|全职|西语专业|西语专四,西班牙语助教
长沙·岳麓区·梅溪湖,申德钢铁,进出口贸易,大专,经验不限,5-10K,国际贸易专业|掌握小语种|英语可用于工作|包住宿|每周双休|西班牙语,外贸业务员
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,3-5年,10-11K,实施工程师/顾问|售后支持|售前支持,需求分析师（CRM）
长沙·岳麓区·麓谷,威胜集团,仪器仪表/工业自动化,本科,5-10年,10-15K·15薪,海外销售,海外销售经理
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,本科,经验不限,4-9K,西班牙语翻译|西语专业|dele|西班牙|马德里,西班牙语老师
长沙·岳麓区·梅溪湖,申德钢铁,进出口贸易,大专,1-3年,5-10K,有外贸工作经验|英语可用于工作|掌握小语种|包住宿|每周双休|西班牙语,周末双休 外贸销售
长沙·岳麓区·麓谷,中科云谷,互联网,本科,3-5年,10-15K·15薪,系统运维,系统运维工程师
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,本科,1年以内,4-9K,全职|坐班|DELE/SIELE B2|专四证书|专八证书|西班牙语专业|西语国家留学经历|西语国家工作经历,西班牙语老师
长沙·岳麓区·麓谷,中科云谷,互联网,本科,3-5年,12-20K·15薪,系统运维,系统运维工程师
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,本科,1年以内,4-9K,兼职|无需坐班|DELE/SIELE B2|DELE/SIELE C2|专四证书|西语国家留学经历|西班牙语专业|西语国家工作经历|在线教育经验,兼职西班牙语老师
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,3-5年,15-25K,ERP|SAP|计算机相关专业|软件实施经验|HR,HR实施工程师
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,大专,1年以内,4-9K,全职|坐班|DELE/SIELE B2|专八证书|专四证书|西班牙语专业|西语国家留学经历,西班牙语助教/老师
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,3-5年,10-15K,ERP|SAP|管理相关专业|计算机相关专业|软件实施经验,实施顾问（全球人事）
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,本科,经验不限,3-4K,西语国家工作经历|军事资料|新闻资讯|西班牙语专业|DELE/SIELE C2|兼职|留学/移民材料|无需坐班|西语国家留学经历|专八证书|DELE/SIELE C1,西班牙语外教老师
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,3-5年,12-20K·15薪,实施工程师/顾问|售前支持|售后支持,产品经理（CRM）
长沙·岳麓区·涉外经济学院,壹贰叁肆,互联网,本科,1-3年,2-5K,兼职|无需坐班|口译|笔译|留学/移民材料|新闻资讯|期刊论文|CATTI 证书|专业八级|专业四级|法语国家留学经历|法语专业,法语编辑
长沙·岳麓区·麓谷,中科云谷,互联网,本科,经验不限,10-15K·15薪,系统运维|Linux|Shell|Nginx|MySQL|MongoDB|Redis|应用运维,运维工程师
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师-阿拉伯语
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师-土耳其语
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师-印尼语
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,1年以内,10-15K·15薪,系统运维,系统运维工程师-俄语方向
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,企业内部翻译职位|全职|坐班|计算机|技术支持,俄语翻译-技术支持工程师
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师（小语种）
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师（翻译）
长沙·岳麓区·麓谷,中科云谷科技有限公司,互联网,本科,经验不限,10-15K·15薪,系统运维,系统运维工程师-英语
在家办公,湖南大展宏兔文化传媒,文化艺术/娱乐,学历不限,经验不限,2000-15000元/月,远程办公|兼职|英文,海外抖音tiktok英文娱播网红
